Vbus,Rg,Ls4,Ls5,Ls6,Ls7,Ls8,Ls9,Ls10,Ls11,Tp1,Tp2,Toff,Tstart,L1,L2,L3,R1,Part_Number,VDS_max,ID_max_25C,RDS_on_typ,RDS_on_max,VGS_th_min,VGS_th_typ,VGS_th_max,Qg_total,Qrr_typ,Irrm_typ,Eon_typ,Eoff_typ,Ciss,Coss,Crss,Rth_JC_typ,Rth_JC_max,Tj_max,voltage_rise_time_pulse1,voltage_rise_time_pulse2,voltage_fall_time_pulse1,voltage_fall_time_pulse2,current_rise_time_pulse1,current_rise_time_pulse2,current_fall_time_pulse1,current_fall_time_pulse2,overshoot_pulse_1,overshoot_pulse_2,undershoot_pulse_1,undershoot_pulse_2,ringing_frequency_MHz,Severity_Score,Scenario,voltage_rise_time_pulse1__z,voltage_rise_time_pulse2__z,voltage_fall_time_pulse1__z,voltage_fall_time_pulse2__z,current_rise_time_pulse1__z,current_rise_time_pulse2__z,current_fall_time_pulse1__z,current_fall_time_pulse2__z,overshoot_pulse_1__z,overshoot_pulse_2__z,undershoot_pulse_1__z,undershoot_pulse_2__z,ringing_frequency_MHz__z
1200,2.5,1e-08,2.5e-09,2.5e-09,5e-09,2.5e-09,7.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M1000170D,1700,5,0.8,1.4,2.0,2.8,4.0,22,31,3.0,0.089,0.014,215,19,2.2,1.7,1.8,150,6.30621121685e-09,6.30621121685e-09,1.60940255886e-05,1.60940255886e-05,1.33816002529e-05,2.53729694194e-08,6.78195391542e-06,8.08870446878e-09,32.4639892578,-1184.9312849,-47.6199493408,-51.3434371948,193.112840949,7.091450869790485,Worst,-0.30972501571249494,-0.30972501571249494,-1.1457676244148276,-1.1457676244148276,-1.081227663718784,-1.6032539551331566,1.1160189162990524,-1.7573915714114061,1.707235127886759,-1.234653763963824,0.9936519644311185,0.8508829571247362,1.462504969907245
1200,5.0,1e-08,1e-08,2.5e-09,5e-09,2.5e-09,2.5e-09,5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M1000170D,1700,5,0.8,1.4,2.0,2.8,4.0,22,31,3.0,0.089,0.014,215,19,2.2,1.7,1.8,150,6.94969761312e-09,6.94969761312e-09,1.61050210234e-05,1.61050210234e-05,1.34028078452e-05,3.73070906744e-08,6.8478856415e-06,1.14566177431e-08,38.5009765625,-1189.38200378,-36.3667564392,-38.7559547424,180.470477288,6.409852137969817,Worst,0.9795427782658704,0.9795427782658704,-1.1402921673082373,-1.1402921673082373,-1.0789876212275529,-0.5840165330093351,1.1441776861383086,-0.34039372047984073,2.9778336643586387,-1.261552687080848,1.9739384560946558,1.9201367649932144,0.38122302705899835
1200,5.0,1e-08,7.5e-09,2.5e-09,2.5e-09,5e-09,7.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M1000170D,1700,5,0.8,1.4,2.0,2.8,4.0,22,31,3.0,0.089,0.014,215,19,2.2,1.7,1.8,150,6.84035286846e-09,6.84035286846e-09,1.61012657174e-05,1.61012657174e-05,1.33967978901e-05,3.3498630054e-08,6.82872714916e-06,1.04685851459e-08,36.8586425781,-1188.51431942,-40.1403007507,-42.6151580811,183.092737528,6.380292960120051,Worst,0.7604633096895456,0.7604633096895456,-1.1421622176790616,-1.1421622176790616,-1.0796224200582714,-0.90927932379674,1.1359952888563896,-0.7560932806668257,2.6321733123231024,-1.2563086410022768,1.6452180167843797,1.5923136374656808,0.6055009170953151
1200,5.0,1e-08,1e-08,2.5e-09,2.5e-09,2.5e-09,2.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M1000170D,1700,5,0.8,1.4,2.0,2.8,4.0,22,31,3.0,0.089,0.014,215,19,2.2,1.7,1.8,150,6.98322353852e-09,6.98322353852e-09,1.61048023136e-05,1.61048023136e-05,1.34029534739e-05,3.73694121842e-08,6.84850275379e-06,1.14961685941e-08,38.3774414062,-1191.24053764,-33.6904258728,-35.3277320862,184.9949738,6.353632393858142,Worst,1.046714199654249,1.046714199654249,-1.1404010794295376,-1.1404010794295376,-1.0789722392609757,-0.5786939446398897,1.1444412485227973,-0.32375330657819973,2.951833346505493,-1.2727851555333425,2.2070785723629127,2.2113498922587005,0.7681962632424677
1200,5.0,1e-08,7.5e-09,7.5e-09,2.5e-09,2.5e-09,7.5e-09,5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M1000170D,1700,5,0.8,1.4,2.0,2.8,4.0,22,31,3.0,0.089,0.014,215,19,2.2,1.7,1.8,150,6.80193464233e-09,6.80193464233e-09,1.61022937192e-05,1.61022937192e-05,1.33964994127e-05,3.33800857606e-08,6.82862753465e-06,1.04538043026e-08,36.8206787109,-1186.77203941,-44.430934906,-47.1428260803,176.810558158,6.331106568000779,Worst,0.683489838395828,0.683489838395828,-1.1416502979720404,-1.1416502979720404,-1.0796539466007102,-0.9194036368844661,1.1359527445120123,-0.7623120937671378,2.6241830960664627,-1.2457787789056354,1.2714529227449132,1.207707242404864,0.06819576620255327
