Target,R2,RMSE
current_fall_time_pulse1,0.9217158133718623,3.141186243002375e-09
current_fall_time_pulse2,0.9159603703988995,3.2322392624778787e-09
overshoot_pulse_1,0.7825994198401929,6.305405751445491
overshoot_pulse_2,0.7481301458628219,10.397413403322254
voltage_rise_time_pulse2,0.4773003712181153,3.3729436041730162e-09
undershoot_pulse_2,0.46413301471736923,7.132040830431015
undershoot_pulse_1,0.44830983145132464,7.285956148657716
current_rise_time_pulse2,0.40442497521054277,1.2938136466891974e-08
