Part_Number,VDS_max,ID_max_25C,RDS_on_typ,RDS_on_max,VGS_th_min,VGS_th_typ,VGS_th_max,Qg_total,Qrr_typ,Irrm_typ,Eon_typ,Eoff_typ,Ciss,Coss,Crss,Rth_JC_typ,Rth_JC_max,Tj_max
C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10,0.523,0.072,1130,92,7.5,0.6,0.65,150
