Part_Number,VDS_max,ID_max_25C,RDS_on_typ,RDS_on_max,VGS_th_min,VGS_th_typ,VGS_th_max,Qg_total,Qrr_typ,Irrm_typ,Eon_typ,Eoff_typ,Ciss,Coss,Crss,Rth_JC_typ,Rth_JC_max,Tj_max
C2M0040120D,1200,55,0.04,0.052,2.0,3.2,4.0,120,283,15,1.3,0.4,2440,171,11,0.33,0.45,150
