Vbus,Rg,Ls4,Ls5,Ls6,Ls7,Ls8,Ls9,Ls10,Ls11,Tp1,Tp2,Toff,Tstart,L1,L2,L3,R1,Part_Number,VDS_max,ID_max_25C,RDS_on_typ,RDS_on_max,VGS_th_min,VGS_th_typ,VGS_th_max,Qg_total,Qrr_typ,Irrm_typ,Eon_typ,Eoff_typ,Ciss,Coss,Crss,Rth_JC_typ,Rth_JC_max,Tj_max,voltage_rise_time_pulse1,voltage_rise_time_pulse2,voltage_fall_time_pulse1,voltage_fall_time_pulse2,current_rise_time_pulse1,current_rise_time_pulse2,current_fall_time_pulse1,current_fall_time_pulse2,overshoot_pulse_1,overshoot_pulse_2,undershoot_pulse_1,undershoot_pulse_2,ringing_frequency_MHz,Severity_Score,Scenario,voltage_rise_time_pulse1__z,voltage_rise_time_pulse2__z,voltage_fall_time_pulse1__z,voltage_fall_time_pulse2__z,current_rise_time_pulse1__z,current_rise_time_pulse2__z,current_fall_time_pulse1__z,current_fall_time_pulse2__z,overshoot_pulse_1__z,overshoot_pulse_2__z,undershoot_pulse_1__z,undershoot_pulse_2__z,ringing_frequency_MHz__z
1200,7.5,5e-09,7.5e-09,5e-09,2.5e-09,1e-08,2.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0160120D,1200,25,0.16,0.208,2.0,2.9,4.0,41,108,5.5,0.375,0.051,740,71,6.0,0.8,0.85,150,9.31689763303e-09,1.50272581072e-08,1.00272134856e-08,1.00455570378e-08,6.08376549819e-05,1.82999661916e-08,4.46837475983e-08,4.50015586038e-08,52.6870117188,170.05871582,-43.6142807007,-270.974761963,92.7569048605,-35.89819002740911,Best,0.6061780266367529,3.8135829525306604,1.0135298708975606,1.0298140858076188,17.925066985227748,-1.9455398410202835,1.2313480470944447,1.2809863769248628,0.373651859870227,10.439596942510265,0.40078394075053725,-21.70503314139161,0.45222312504916834
1200,10.0,2.5e-09,1e-08,5e-09,1e-08,1e-08,5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0160120D,1200,25,0.16,0.208,2.0,2.9,4.0,41,108,5.5,0.375,0.051,740,71,6.0,0.8,0.85,150,1.03707456792e-08,1.25994765419e-08,1.12371937471e-08,1.13054979768e-08,6.05819532713e-05,5.90261279093e-08,5.04042188136e-08,5.00885421922e-08,41.3624267578,5.96740722656,-42.7762298584,-42.1904907227,89.3149876533,-17.432406847383827,Best,2.2198163874530352,2.437937633568456,2.2351811524234826,2.297087718066795,1.4546626961123965,1.4510304950758088,1.9663971079595524,1.9434546854718235,-0.8836549603635042,-1.8332881618083663,0.48254107441947447,0.5395183815616573,-0.2680446949382658
1200,10.0,2.5e-09,1e-08,7.5e-09,7.5e-09,2.5e-09,1e-08,5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0160120D,1200,25,0.16,0.208,2.0,2.9,4.0,41,108,5.5,0.375,0.051,740,71,6.0,0.8,0.85,150,1.0357619136e-08,1.09921438302e-08,1.11580523409e-08,1.12061335156e-08,6.05979166451e-05,5.90898055149e-08,5.02260456261e-08,4.99214691598e-08,37.4866943359,8.38635253906,-37.2652854919,-36.7441596985,93.6263320794,-17.39502138838944,Best,2.1997171959904604,1.5271803593275564,2.155276377624812,2.1971449685579625,2.482904625692692,1.4563412205930772,1.943502834181383,1.9216970785807324,-1.3139563642769923,-1.6523679281383579,1.0201683787217704,1.0690617388129364,0.6341625529601232
1200,10.0,2.5e-09,1e-08,7.5e-09,5e-09,1e-08,1e-08,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0160120D,1200,25,0.16,0.208,2.0,2.9,4.0,41,108,5.5,0.375,0.051,740,71,6.0,0.8,0.85,150,1.03328213088e-08,1.1910675478e-08,1.12824519689e-08,1.12885435589e-08,6.0594083337e-05,5.9104303991e-08,5.05233870372e-08,4.99767510624e-08,42.1180419922,9.46447753906,-42.2995834351,-42.2924003601,87.5593396923,-17.051856347429286,Best,2.161747086940831,2.0476447123298303,2.2808759182149614,2.280034627648108,2.235991400029909,1.4575503965075962,1.981709568689687,1.928896336819385,-0.7997631275982942,-1.5717316996475668,0.5290409326328611,0.5296097712907671,-0.635437823073253
1200,10.0,2.5e-09,1e-08,1e-08,1e-08,1e-08,2.5e-09,5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0160120D,1200,25,0.16,0.208,2.0,2.9,4.0,41,108,5.5,0.375,0.051,740,71,6.0,0.8,0.85,150,1.02401047973e-08,9.92090707252e-09,1.1247982919e-08,1.12650395472e-08,6.05980797024e-05,5.90250899104e-08,5.1282366501e-08,4.99055301145e-08,40.5533447266,11.2718505859,-49.3499641418,-48.4410858154,85.9524399979,-17.050968857496223,Best,2.0197807757812702,0.9201892476619381,2.2460743926668383,2.2563938256408633,2.4934075654146155,1.4509439257522108,2.0792342517245324,1.9196213666787278,-0.9734829195743371,-1.4365528048319496,-0.15876807460184095,-0.06822306777357169,-0.9717033606064766
