Target,R2,RMSE
current_fall_time_pulse2,0.9727827150857649,1.940673857548459e-09
voltage_fall_time_pulse2,0.9723571493672506,1.1413929678989554e-09
voltage_fall_time_pulse1,0.9717679804806327,1.154872136106323e-09
current_fall_time_pulse1,0.964456426944382,2.224513418056598e-09
voltage_rise_time_pulse1,0.9635853659571373,7.73127641380676e-10
ringing_frequency_MHz,0.9529352492069435,7.1640218003511436
undershoot_pulse_2,0.9525477222696164,2.9862543710788936
undershoot_pulse_1,0.9498660742257732,3.0677625518212577
overshoot_pulse_1,0.9447452597125,2.8748770285815097
current_rise_time_pulse1,0.9115096821381137,1.4617485344320028e-08
overshoot_pulse_2,0.9106116295065986,7.5614705540991975
voltage_rise_time_pulse2,0.8835699629384923,1.3740714178697927e-09
current_rise_time_pulse2,0.8832502421213525,8.581927657729936e-09
