Target,R2,RMSE
voltage_fall_time_pulse1,0.9170225958466395,6.706297201622886e-10
current_fall_time_pulse2,0.914252045033857,3.264926026985952e-09
voltage_fall_time_pulse2,0.9075791449448454,7.081463464414926e-10
current_fall_time_pulse1,0.8830437435791011,3.839444712196565e-09
overshoot_pulse_1,0.7088231672126996,7.297281469212643
undershoot_pulse_2,0.49049610353641326,6.954390528449544
voltage_rise_time_pulse2,0.47484634387683955,3.3808522387132995e-09
undershoot_pulse_1,0.425873152705027,7.4326358992818555
overshoot_pulse_2,0.39491344506036574,16.115581028745414
current_rise_time_pulse2,0.12203932022793107,1.5708729373888024e-08
voltage_rise_time_pulse1,0.1205812482949008,1.6148037947969798e-09
