Target,R2,RMSE
current_fall_time_pulse2,0.9766063395024097,1.7058197355853308e-09
current_fall_time_pulse1,0.9161776755492621,3.2512141027963346e-09
voltage_fall_time_pulse1,0.7662856310721837,1.125193960570935e-09
overshoot_pulse_2,0.7081830066123576,10.732230246317085
voltage_fall_time_pulse2,0.6982882936398807,1.2790963289853435e-09
overshoot_pulse_1,0.6682470719050081,7.316995696125334
undershoot_pulse_2,0.5492780263686649,6.393890264905983
voltage_rise_time_pulse1,0.4276527924769913,1.3189607625878094e-09
undershoot_pulse_1,0.3086115996196366,7.97646410075318
current_rise_time_pulse2,0.0224746879498533,1.641188491469721e-08
