Target,R2,RMSE
voltage_fall_time_pulse2,0.9980364077416205,3.03272099110922e-10
voltage_fall_time_pulse1,0.9975707965862161,3.3770596489385094e-10
current_fall_time_pulse2,0.9948889314224127,8.365178923331456e-10
current_fall_time_pulse1,0.9948843607622055,8.398878984957481e-10
ringing_frequency_MHz,0.9947770089461616,2.374513175576142
undershoot_pulse_2,0.9777020725089113,2.0722128656504415
undershoot_pulse_1,0.976679016989145,2.115019732433887
voltage_rise_time_pulse1,0.9765153934758747,6.174912616132724e-10
overshoot_pulse_1,0.9544131400599033,2.4583948982180672
current_rise_time_pulse1,0.9365008122706904,1.2304871426731414e-08
overshoot_pulse_2,0.9278214656530747,6.648455607056887
voltage_rise_time_pulse2,0.9110038351672645,1.146220758474002e-09
current_rise_time_pulse2,0.8960204670513742,7.952848484644902e-09
