Target,R2,RMSE
current_fall_time_pulse1,0.9318246864706521,2.932103471136427e-09
current_fall_time_pulse2,0.923372668430488,3.0872791104110807e-09
overshoot_pulse_1,0.5443947853935378,8.574716305107279
overshoot_pulse_2,0.4377806348893747,14.896614951354389
undershoot_pulse_2,0.42391867821625007,7.228575308622253
undershoot_pulse_1,0.4076731776580257,7.382952428035159
voltage_rise_time_pulse1,0.32004560564879936,1.4376129767844313e-09
voltage_fall_time_pulse2,0.28858407294715527,1.964124278217191e-09
current_rise_time_pulse2,0.28796105367864133,1.4007038791505529e-08
voltage_rise_time_pulse2,0.2816646075934801,3.7337094130794946e-09
voltage_fall_time_pulse1,0.2492847470568007,2.0166118061597418e-09
