Target,R2,RMSE
undershoot_pulse_1,0.953436723248862,2.9077884980487263
undershoot_pulse_2,0.9532016514565458,2.9216524125304453
current_rise_time_pulse2,0.7217664723690318,6.112666601388483e-09
current_fall_time_pulse1,0.2867808859034643,5.3332105620823706e-09
current_fall_time_pulse2,0.2142973750825412,5.50885920440979e-09
overshoot_pulse_1,0.20167268603335575,6.769657503865132
