Target,R2,RMSE
overshoot_pulse_1,0.611285833087307,4.723798754672008
voltage_rise_time_pulse2,0.5298961229783724,1.442281964609519e-09
overshoot_pulse_2,0.19402480691154755,12.597361887961581
current_rise_time_pulse2,0.1782036776697291,1.0505290702332385e-08
