Target,R2,RMSE
current_fall_time_pulse2,0.9306791661826873,2.8998624674401816e-09
current_fall_time_pulse1,0.9275715318917614,2.9698882980757883e-09
overshoot_pulse_1,0.4731817682185543,10.905913671070254
current_rise_time_pulse2,0.18901918299273124,1.2299099059277879e-08
