DeviceID,VBR_DSS,VGS_th_min,VGS_th_max,RDS_on_typ,RDS_on_max,Qg_total,Qgs,Qgd,Rg_int,Ciss,Coss,Crss,td_on,tr,td_off,tf,Eon,Eoff,Qrr,trr,Irrm,Rth_JC_typ,Rth_JC_max,Tj_max,Power_dissipation
C2M0025120D,1200,2,4,25,34,194,46,71.5,1,3140,224,9,15,58,33,17,2.18,0.68,386,33,15,0.24,0.33,150,378
