DeviceID,VBR_DSS,VGS_th_min,VGS_th_max,RDS_on_typ,RDS_on_max,Qg_total,Qgs,Qgd,Rg_int,Ciss,Coss,Crss,td_on,tr,td_off,tf,Eon,Eoff,Qrr,trr,Irrm,Rth_JC_typ,Rth_JC_max,Tj_max,Power_dissipation
C2M0160120D,1200,2,4,160,196,40,11,17,6.5,606,55,5,7,9,13,14,0.121,0.048,192,20,16,0.9,1,150,125
