DeviceID,VBR_DSS,VGS_th_min,VGS_th_max,RDS_on_typ,RDS_on_max,Qg_total,Qgs,Qgd,Rg_int,Ciss,Coss,Crss,td_on,tr,td_off,tf,Eon,Eoff,Qrr,trr,Irrm,Rth_JC_typ,Rth_JC_max,Tj_max,Power_dissipation
C2M0080120D,1200,2,4,80,98,71,17,29,3.9,1130,92,7.5,15,22,24,14,0.523,0.072,152,24,10,0.6,0.65,150,192
