Vbus,Rg,Ls4,Ls5,Ls6,Ls7,Ls8,Ls9,Ls10,Ls11,Tp1,Tp2,Toff,Tstart,L1,L2,L3,R1,Part_Number,VDS_max,ID_max_25C,RDS_on_typ,RDS_on_max,VGS_th_min,VGS_th_typ,VGS_th_max,Qg_total,Qrr_typ,Irrm_typ,Eon_typ,Eoff_typ,Ciss,Coss,Crss,Rth_JC_typ,Rth_JC_max,Tj_max,voltage_rise_time_pulse1,voltage_rise_time_pulse2,voltage_fall_time_pulse1,voltage_fall_time_pulse2,current_rise_time_pulse1,current_rise_time_pulse2,current_fall_time_pulse1,current_fall_time_pulse2,overshoot_pulse_1,overshoot_pulse_2,undershoot_pulse_1,undershoot_pulse_2,ringing_frequency_MHz,Severity_Score,Scenario,voltage_rise_time_pulse1__z,voltage_rise_time_pulse2__z,voltage_fall_time_pulse1__z,voltage_fall_time_pulse2__z,current_rise_time_pulse1__z,current_rise_time_pulse2__z,current_fall_time_pulse1__z,current_fall_time_pulse2__z,overshoot_pulse_1__z,overshoot_pulse_2__z,undershoot_pulse_1__z,undershoot_pulse_2__z,ringing_frequency_MHz__z
1200,10.0,2.5e-09,1e-08,1e-08,7.5e-09,2.5e-09,5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10.0,0.523,0.072,1130,92,7.5,0.6,0.65,150,1.2215725835e-08,1.31623058659e-08,1.63545232493e-08,1.63664561107e-08,6.06349328675e-05,4.92479881052e-08,6.25045419318e-08,6.19249736569e-08,38.4709472656,25.9362792969,-31.1560192108,-31.8131504059,73.2406308679,-17.300906794557964,Best,1.7361830827914617,2.5156305424836605,2.1914902392741786,2.1974419297086016,3.516308673026448,-0.0012302080442963788,2.052700014993512,2.024442066731562,-1.2716197673222636,-1.0615710726419185,0.8003171940876386,0.7229207380670386,0.2579875457833318
1200,10.0,2.5e-09,1e-08,1e-08,1e-08,2.5e-09,2.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10.0,0.523,0.072,1130,92,7.5,0.6,0.65,150,1.21621759716e-08,1.31413843304e-08,1.63577861512e-08,1.64041070011e-08,6.06298542634e-05,4.92437066912e-08,6.25008738069e-08,6.18638909851e-08,38.7889404297,23.0810546875,-33.3334579468,-31.7680454254,70.8040160419,-16.693087154696684,Best,1.6808705264812656,2.5037821826588136,2.1937376611843864,2.22330845514161,3.145902149440259,-0.0014813468779565054,2.0523045149777572,2.01775473487974,-1.2415920986652698,-1.252438087346928,0.5369515361313656,0.7283607248726925,-0.3518096481973326
1200,10.0,2.5e-09,1e-08,5e-09,1e-08,2.5e-09,1e-08,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10.0,0.523,0.072,1130,92,7.5,0.6,0.65,150,1.2228333627e-08,1.2517051185e-08,1.6317566215e-08,1.63261724508e-08,6.06256190998e-05,4.92335283899e-08,6.26244786711e-08,6.16995741383e-08,41.9135742188,23.6634521484,-27.6746273041,-28.4477462769,75.4124527793,-15.746893453290223,Best,1.7492058836105426,2.1502075725506,2.1660349693434124,2.169766666195101,2.837011715177969,-0.0020783848465169177,2.0656316854180132,1.9997653239549167,-0.9465371142001383,-1.2135057860604384,1.2213986486207817,1.1288128115034377,0.8015165817498259
1200,10.0,2.5e-09,1e-08,7.5e-09,5e-09,5e-09,7.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10.0,0.523,0.072,1130,92,7.5,0.6,0.65,150,1.21817248636e-08,1.23028263758e-08,1.66003508195e-08,1.65881358571e-08,6.06361056119e-05,4.92891138633e-08,6.25793064898e-08,6.19015107426e-08,43.9095458984,33.7503662109,-29.5690860748,-29.4760093689,73.3792202466,-15.719045660933222,Best,1.701062906459436,2.0288870020403342,2.3608113786564306,2.3497380570330715,3.601842447210229,0.0011821433243473728,2.0607611864838518,2.0218733465117142,-0.7580601813283192,-0.5392123632743657,0.9922599948587052,1.0047968471639575,0.2926714906337874
1200,10.0,5e-09,1e-08,7.5e-09,7.5e-09,2.5e-09,2.5e-09,2.5e-09,2.5e-09,7.58e-05,2e-06,5e-06,0.0,0.0011774,0.00012067,0.00075,5.7543,C2M0080120D,1200,36,0.08,0.098,2.0,2.9,4.0,71,152,10.0,0.523,0.072,1130,92,7.5,0.6,0.65,150,1.21731219663e-08,1.2045251926e-08,1.62400260269e-08,1.62480774121e-08,6.06445525992e-05,4.93056747268e-08,6.24993327289e-08,6.17878288293e-08,43.9528808594,31.0161132812,-28.4629383087,-28.4459400177,73.5686622832,-15.646536472666238,Best,1.6921768288651275,1.8830165059231943,2.112626830515354,2.1161146201673886,4.21792102686773,0.0021535691065299686,2.052138354776048,2.0094274488883075,-0.7539681189915246,-0.7219926224603261,1.1260508241478688,1.1290306594241475,0.3400820296767202
